"";"...1";"ano";"uf";"rem_media_masculino";"rem_media_feminino";"razao_rem_media";"sigla_uf";"codigo_uf"
"1";"1";2021;21;5769,9219;4770,9458;1,2094;"MA";"MA"
"2";"2";2021;12;6430,2067;5351,332;1,2016;"AC";"AC"
"3";"3";2021;15;5668,8108;5406,7339;1,0485;"PA";"PA"
"4";"4";2021;53;8822,5683;7796,6983;1,1316;"DF";"DF"
"5";"5";2021;29;5777,8426;5052,555;1,1435;"BA";"BA"
"6";"6";2021;31;6685,6872;3640,617;1,8364;"MG";"MG"
"7";"7";2021;25;4384,106;3662,2861;1,1971;"PB";"PB"
"8";"8";2021;23;5716,742;4475,0146;1,2775;"CE";"CE"
"9";"9";2021;42;5731,4308;3859,4229;1,485;"SC";"SC"
"10";"10";2021;33;6453,1434;5072,6285;1,2721;"RJ";"RJ"
"11";"11";2021;28;5470,0101;3981,9278;1,3737;"SE";"SE"
"12";"12";2021;27;5573,207;3653,2833;1,5255;"AL";"AL"
"13";"13";2021;50;6561,9272;4783,1816;1,3719;"MS";"MS"
"14";"14";2021;24;5745,1568;4495,4824;1,278;"RN";"RN"
"15";"15";2021;35;6064,4075;4752,208;1,2761;"SP";"SP"
"16";"16";2021;43;7095,7981;3946,013;1,7982;"RS";"RS"
"17";"17";2021;52;7239,1881;5369,2054;1,3483;"GO";"GO"
"18";"18";2021;13;5905,0986;4193,1346;1,4083;"AM";"AM"
"19";"19";2021;26;5446,961;3895,1348;1,3984;"PE";"PE"
"20";"20";2021;14;5707,7809;5156,012;1,107;"RR";"RR"
"21";"21";2021;32;5795,7639;4251,7254;1,3632;"ES";"ES"
"22";"22";2021;51;6738,0916;4547,849;1,4816;"MT";"MT"
"23";"23";2021;16;6947,974;6515,3502;1,0664;"AP";"AP"
"24";"24";2021;41;6678,6977;5307,7592;1,2583;"PR";"PR"
"25";"25";2021;22;4787,5386;3589,2376;1,3339;"PI";"PI"
"26";"26";2021;11;6401;6247,6667;1,0245;"RO";"RO"
"27";"27";2021;17;5105,326;3760,2616;1,3577;"TO";"TO"
"28";"28";2020;26;5950,9683;4352,3177;1,3673;"PE";"PE"
"29";"29";2020;12;6462,2367;4972,7856;1,2995;"AC";"AC"
"30";"30";2020;28;5888,945;4195,2425;1,4037;"SE";"SE"
"31";"31";2020;33;6019,5194;4732,0771;1,2721;"RJ";"RJ"
"32";"32";2020;25;4641,1283;3916,161;1,1851;"PB";"PB"
"33";"33";2020;52;7756,4471;5099,1276;1,5211;"GO";"GO"
"34";"34";2020;35;6438,1119;4837,1124;1,331;"SP";"SP"
"35";"35";2020;13;6293,7513;4519,4896;1,3926;"AM";"AM"
"36";"36";2020;17;6297,9649;4581,6274;1,3746;"TO";"TO"
"37";"37";2020;23;5554,5264;4311,9466;1,2882;"CE";"CE"
"38";"38";2020;31;7060,2068;3856,7134;1,8306;"MG";"MG"
"39";"39";2020;42;6944,7629;4732,4786;1,4675;"SC";"SC"
"40";"40";2020;27;5615,5971;3617,1564;1,5525;"AL";"AL"
"41";"41";2020;15;5765,7222;5541,5045;1,0405;"PA";"PA"
"42";"42";2020;43;8342,5508;4571,9611;1,8247;"RS";"RS"
"43";"43";2020;11;5064,8501;3866,4278;1,31;"RO";"RO"
"44";"44";2020;32;6781,564;4992,8019;1,3583;"ES";"ES"
"45";"45";2020;16;7166,9859;6574,599;1,0901;"AP";"AP"
"46";"46";2020;21;6208,3696;5203,0978;1,1932;"MA";"MA"
"47";"47";2020;51;7905,8373;5585,6057;1,4154;"MT";"MT"
"48";"48";2020;53;9878,5577;8714,7178;1,1335;"DF";"DF"
"49";"49";2020;50;7081,041;5141,4527;1,3772;"MS";"MS"
"50";"50";2020;41;7219,0215;5661,3998;1,2751;"PR";"PR"
"51";"51";2020;29;6390,6597;5680,2442;1,1251;"BA";"BA"
"52";"52";2020;24;5736,1798;4576,3673;1,2534;"RN";"RN"
"53";"53";2020;22;4836,6409;3543,2506;1,365;"PI";"PI"
"54";"54";2020;14;5986,3585;5196,3347;1,152;"RR";"RR"
"55";"55";2019;12;6064,4572;4568,6245;1,3274;"AC";"AC"
"56";"56";2019;29;8046,0991;7557,2895;1,0647;"BA";"BA"
"57";"57";2019;21;6429,1044;5162,0266;1,2455;"MA";"MA"
"58";"58";2019;42;7579,1489;4983,643;1,5208;"SC";"SC"
"59";"59";2019;43;9225,8084;4779,7554;1,9302;"RS";"RS"
"60";"60";2019;25;4638,1424;4027,5917;1,1516;"PB";"PB"
"61";"61";2019;24;5891,7612;4650,47;1,2669;"RN";"RN"
"62";"62";2019;26;6515,5763;4639,6331;1,4043;"PE";"PE"
"63";"63";2019;28;7517,8041;5196,4738;1,4467;"SE";"SE"
"64";"64";2019;16;7973,3289;7280,7602;1,0951;"AP";"AP"
"65";"65";2019;51;8282,4255;5498,708;1,5062;"MT";"MT"
"66";"66";2019;27;5914,3408;3773,2462;1,5674;"AL";"AL"
"67";"67";2019;11;4342,0471;3211,8959;1,3519;"RO";"RO"
"68";"68";2019;22;5512,401;3893,2119;1,4159;"PI";"PI"
"69";"69";2019;15;6079,8177;5723,2952;1,0623;"PA";"PA"
"70";"70";2019;17;7607,1222;5122,4158;1,4851;"TO";"TO"
"71";"71";2019;35;6729,2689;4864,0763;1,3835;"SP";"SP"
"72";"72";2019;23;5806,7925;4397,244;1,3206;"CE";"CE"
"73";"73";2019;33;6995,6344;5147,7933;1,359;"RJ";"RJ"
"74";"74";2019;52;8335,0145;5250,5174;1,5875;"GO";"GO"
"75";"75";2019;50;7924,3764;5974,2544;1,3264;"MS";"MS"
"76";"76";2019;31;7147,6813;3890,7786;1,8371;"MG";"MG"
"77";"77";2019;41;7863,3361;5744,2958;1,3689;"PR";"PR"
"78";"78";2019;53;10601,7446;9273,8807;1,1432;"DF";"DF"
"79";"79";2019;14;6486,7703;5484,3363;1,1828;"RR";"RR"
"80";"80";2019;13;6820,1215;4952,6867;1,3771;"AM";"AM"
"81";"81";2019;32;6164,939;4257,8453;1,4479;"ES";"ES"
"82";"82";2018;24;5912,6469;4672,8192;1,2653;"RN";"RN"
"83";"83";2018;29;6938,5036;5896,7706;1,1767;"BA";"BA"
"84";"84";2018;43;9011,6709;4755,8794;1,8948;"RS";"RS"
"85";"85";2018;25;4768,2774;4191,2355;1,1377;"PB";"PB"
"86";"86";2018;16;7907,0532;7341,5929;1,077;"AP";"AP"
"87";"87";2018;22;5602,9709;3968,8941;1,4117;"PI";"PI"
"88";"88";2018;15;5915,0731;5694,3441;1,0388;"PA";"PA"
"89";"89";2018;51;7804,2367;5171,1284;1,5092;"MT";"MT"
"90";"90";2018;14;6448,759;5727,4036;1,1259;"RR";"RR"
"91";"91";2018;11;5269,1072;3635,7827;1,4492;"RO";"RO"
"92";"92";2018;42;7637,8891;4888,5456;1,5624;"SC";"SC"
"93";"93";2018;33;6791,7231;5075,3357;1,3382;"RJ";"RJ"
"94";"94";2018;41;8038,9888;5831,0485;1,3787;"PR";"PR"
"95";"95";2018;52;7809,0091;5297,0739;1,4742;"GO";"GO"
"96";"96";2018;21;6440,4237;5207,0807;1,2369;"MA";"MA"
"97";"97";2018;27;6334,3832;4072,4393;1,5554;"AL";"AL"
"98";"98";2018;35;6719,3379;4919,3263;1,3659;"SP";"SP"
"99";"99";2018;12;6303,9184;4949,7135;1,2736;"AC";"AC"
"100";"100";2018;28;7403,1749;5147,3573;1,4382;"SE";"SE"
"101";"101";2018;31;7144,6368;3967,9584;1,8006;"MG";"MG"
"102";"102";2018;26;6390,7823;4563,8083;1,4003;"PE";"PE"
"103";"103";2018;53;10881,5112;9445,6663;1,152;"DF";"DF"
"104";"104";2018;50;7822,5199;5704,7487;1,3712;"MS";"MS"
"105";"105";2018;17;7240,8065;4953,3383;1,4618;"TO";"TO"
"106";"106";2018;23;5523,192;4209,3738;1,3121;"CE";"CE"
"107";"107";2018;13;5984,2059;4392,0603;1,3625;"AM";"AM"
"108";"108";2018;32;6210,1197;4373,1803;1,42;"ES";"ES"
"109";"109";2017;35;6529,56;4742,7274;1,3768;"SP";"SP"
"110";"110";2017;17;6589,7488;4593,173;1,4347;"TO";"TO"
"111";"111";2017;25;4660,4404;4201,6127;1,1092;"PB";"PB"
"112";"112";2017;12;5736,6125;4708,5886;1,2183;"AC";"AC"
"113";"113";2017;16;3496,6403;2516,2054;1,3896;"AP";"AP"
"114";"114";2017;29;7034,7181;6023,0962;1,168;"BA";"BA"
"115";"115";2017;50;7354,0855;5439,6563;1,3519;"MS";"MS"
"116";"116";2017;27;5828,8382;3754,378;1,5525;"AL";"AL"
"117";"117";2017;24;5750,3962;4518,0292;1,2728;"RN";"RN"
"118";"118";2017;13;5540,6098;4033,3933;1,3737;"AM";"AM"
"119";"119";2017;51;7330,296;4663,181;1,572;"MT";"MT"
"120";"120";2017;31;7174,9108;3968,2954;1,8081;"MG";"MG"
"121";"121";2017;42;7724,3686;4771,6516;1,6188;"SC";"SC"
"122";"122";2017;21;5916,9743;5141,8541;1,1507;"MA";"MA"
"123";"123";2017;28;6758,2926;5000,12;1,3516;"SE";"SE"
"124";"124";2017;43;8382,6375;4558,2768;1,839;"RS";"RS"
"125";"125";2017;15;5691,164;5692,3782;0,9998;"PA";"PA"
"126";"126";2017;52;7248,8047;4878,0245;1,486;"GO";"GO"
"127";"127";2017;23;5154,103;3931,8735;1,3109;"CE";"CE"
"128";"128";2017;33;6451,5493;4905,4913;1,3152;"RJ";"RJ"
"129";"129";2017;14;6283,1733;5476,2403;1,1474;"RR";"RR"
"130";"130";2017;26;5888,8294;4258,5236;1,3828;"PE";"PE"
"131";"131";2017;11;5106,1687;3535,7273;1,4442;"RO";"RO"
"132";"132";2017;41;8074,8858;5999,6064;1,3459;"PR";"PR"
"133";"133";2017;22;5453,5569;3871,6239;1,4086;"PI";"PI"
"134";"134";2017;32;6228,9623;4282,1349;1,4546;"ES";"ES"
"135";"135";2017;53;10543,7667;9672,1469;1,0901;"DF";"DF"
"136";"136";2016;21;6251,0569;5332,8708;1,1722;"MA";"MA"
"137";"137";2016;35;6585,1943;4706,798;1,3991;"SP";"SP"
"138";"138";2016;52;7144,5329;4882,1669;1,4634;"GO";"GO"
"139";"139";2016;51;6975,1693;4378,9943;1,5929;"MT";"MT"
"140";"140";2016;14;5465,0722;4893,5205;1,1168;"RR";"RR"
"141";"141";2016;50;7061,5817;5200,8925;1,3578;"MS";"MS"
"142";"142";2016;53;11012,6358;9830,6652;1,1202;"DF";"DF"
"143";"143";2016;11;4990,9381;3430,0928;1,455;"RO";"RO"
"144";"144";2016;43;7760,7911;4507,5304;1,7217;"RS";"RS"
"145";"145";2016;13;5739,347;4141,1877;1,3859;"AM";"AM"
"146";"146";2016;15;5822,0354;5620,6527;1,0358;"PA";"PA"
"147";"147";2016;31;7191,2706;3705,4676;1,9407;"MG";"MG"
"148";"148";2016;26;5464,0922;4065,0543;1,3442;"PE";"PE"
"149";"149";2016;22;5235,3445;3694,9096;1,4169;"PI";"PI"
"150";"150";2016;17;6559,9919;4893,0944;1,3407;"TO";"TO"
"151";"151";2016;42;7765,8895;4960,3703;1,5656;"SC";"SC"
"152";"152";2016;23;5079,043;3863,863;1,3145;"CE";"CE"
"153";"153";2016;16;4781,5362;3995,1935;1,1968;"AP";"AP"
"154";"154";2016;32;6008,6318;4032,7978;1,4899;"ES";"ES"
"155";"155";2016;33;6609,4199;4969,9594;1,3299;"RJ";"RJ"
"156";"156";2016;25;4147,5478;3259,5564;1,2724;"PB";"PB"
"157";"157";2016;24;5663,8603;4483,8159;1,2632;"RN";"RN"
"158";"158";2016;41;7638,7835;5607,8119;1,3622;"PR";"PR"
"159";"159";2016;29;7239,3351;6482,1156;1,1168;"BA";"BA"
"160";"160";2016;27;5712,8883;3666,6955;1,558;"AL";"AL"
"161";"161";2016;28;6746,1076;4908,0279;1,3745;"SE";"SE"
"162";"162";2016;12;5505,6649;4522,1948;1,2175;"AC";"AC"
"163";"163";2015;16;9272,2836;8357,5249;1,1095;"AP";"AP"
"164";"164";2015;43;7665,5275;4765,1525;1,6087;"RS";"RS"
"165";"165";2015;13;6016,0927;4350,5678;1,3828;"AM";"AM"
"166";"166";2015;32;6449,7071;4367,937;1,4766;"ES";"ES"
"167";"167";2015;42;7884,3186;5534,5587;1,4246;"SC";"SC"
"168";"168";2015;22;5043,5672;3751,1867;1,3445;"PI";"PI"
"169";"169";2015;27;5802,7859;3908,5326;1,4846;"AL";"AL"
"170";"170";2015;25;4269,8073;3250,3793;1,3136;"PB";"PB"
"171";"171";2015;52;7467,8392;5288,4634;1,4121;"GO";"GO"
"172";"172";2015;15;5962,718;5900,4956;1,0105;"PA";"PA"
"173";"173";2015;21;6215,1336;5452,7987;1,1398;"MA";"MA"
"174";"174";2015;11;5265,7306;3747,9371;1,405;"RO";"RO"
"175";"175";2015;35;6663,576;4849,2925;1,3741;"SP";"SP"
"176";"176";2015;17;6756,5766;5068,7801;1,333;"TO";"TO"
"177";"177";2015;29;7290,8487;6622,9095;1,1009;"BA";"BA"
"178";"178";2015;53;11553,1838;10736,8308;1,076;"DF";"DF"
"179";"179";2015;23;5295,2971;4030,2553;1,3139;"CE";"CE"
"180";"180";2015;41;7777,6697;5531,4496;1,4061;"PR";"PR"
"181";"181";2015;28;7153,7657;5099,5688;1,4028;"SE";"SE"
"182";"182";2015;14;5728,53;5146,6062;1,1131;"RR";"RR"
"183";"183";2015;31;7508,8847;3577,1054;2,0992;"MG";"MG"
"184";"184";2015;26;5734,8177;4257,7785;1,3469;"PE";"PE"
"185";"185";2015;51;6645,2391;4141,8912;1,6044;"MT";"MT"
"186";"186";2015;24;5598,9584;4585,9437;1,2209;"RN";"RN"
"187";"187";2015;33;7784,4178;5333,5143;1,4595;"RJ";"RJ"
"188";"188";2015;50;6992,8056;5072,3753;1,3786;"MS";"MS"
"189";"189";2015;12;5733,102;4928,6136;1,1632;"AC";"AC"
"190";"190";2014;41;7729,3462;5627,274;1,3736;"PR";"PR"
"191";"191";2014;52;6708,5944;4946,619;1,3562;"GO";"GO"
"192";"192";2014;50;6761,0958;4930,1941;1,3714;"MS";"MS"
"193";"193";2014;51;6273,3633;3912,375;1,6035;"MT";"MT"
"194";"194";2014;24;5362,2741;4482,2495;1,1963;"RN";"RN"
"195";"195";2014;32;6667,6858;4658,8028;1,4312;"ES";"ES"
"196";"196";2014;31;6691,8285;3748,6385;1,7851;"MG";"MG"
"197";"197";2014;28;6906,0556;5339,9512;1,2933;"SE";"SE"
"198";"198";2014;26;5747,4039;4271,7287;1,3455;"PE";"PE"
"199";"199";2014;53;11276,318;10537,8247;1,0701;"DF";"DF"
"200";"200";2014;12;6046,6577;5111,724;1,1829;"AC";"AC"
"201";"201";2014;16;8910,5902;7990,7829;1,1151;"AP";"AP"
"202";"202";2014;15;5766,1219;5771,1744;0,9991;"PA";"PA"
"203";"203";2014;17;6681,4988;5116,1147;1,306;"TO";"TO"
"204";"204";2014;27;5861,1049;4136,6447;1,4169;"AL";"AL"
"205";"205";2014;13;5917,2085;4490,5162;1,3177;"AM";"AM"
"206";"206";2014;43;7293,2992;4477,0972;1,629;"RS";"RS"
"207";"207";2014;11;5229,9226;3713,7449;1,4083;"RO";"RO"
"208";"208";2014;29;6956,8978;6426,0057;1,0826;"BA";"BA"
"209";"209";2014;33;7407,4736;5162,4609;1,4349;"RJ";"RJ"
"210";"210";2014;23;5406,3357;4020,6537;1,3446;"CE";"CE"
"211";"211";2014;14;5694,3757;5101,1494;1,1163;"RR";"RR"
"212";"212";2014;21;5691,1534;4987,1425;1,1412;"MA";"MA"
"213";"213";2014;25;4391,1154;3284,7483;1,3368;"PB";"PB"
"214";"214";2014;22;4905,7153;3684,2208;1,3315;"PI";"PI"
"215";"215";2014;35;6610,8861;4805,8293;1,3756;"SP";"SP"
"216";"216";2014;42;7035,5435;5351,0109;1,3148;"SC";"SC"
"217";"217";2013;17;5533,5762;4841,6586;1,1429;"TO";"TO"
"218";"218";2013;16;8615,9767;8005,9806;1,0762;"AP";"AP"
"219";"219";2013;14;5314,4817;4779,9197;1,1118;"RR";"RR"
"220";"220";2013;51;5816,9381;3802,8744;1,5296;"MT";"MT"
"221";"221";2013;27;5245,5043;3841,4202;1,3655;"AL";"AL"
"222";"222";2013;43;6541,1162;3984,6831;1,6416;"RS";"RS"
"223";"223";2013;25;4026,3199;3044,3084;1,3226;"PB";"PB"
"224";"224";2013;29;6665,2965;6012,2185;1,1086;"BA";"BA"
"225";"225";2013;15;5270,3128;5422,3479;0,972;"PA";"PA"
"226";"226";2013;11;5048,8256;3767,0481;1,3403;"RO";"RO"
"227";"227";2013;33;7046,3993;4784,877;1,4726;"RJ";"RJ"
"228";"228";2013;52;6403,4662;4624,4789;1,3847;"GO";"GO"
"229";"229";2013;31;6037,1088;3527,5835;1,7114;"MG";"MG"
"230";"230";2013;24;5245,3732;4236,8145;1,238;"RN";"RN"
"231";"231";2013;22;4506,8312;3474,7096;1,297;"PI";"PI"
"232";"232";2013;21;5333,4302;4493,9292;1,1868;"MA";"MA"
"233";"233";2013;35;6176,9856;4477,5341;1,3796;"SP";"SP"
"234";"234";2013;26;5399,3693;4020,0913;1,3431;"PE";"PE"
"235";"235";2013;12;5373,7245;4887,6023;1,0995;"AC";"AC"
"236";"236";2013;23;5503,9272;4042,7959;1,3614;"CE";"CE"
"237";"237";2013;32;6251,5435;4337,3139;1,4413;"ES";"ES"
"238";"238";2013;41;7248,793;5300,5378;1,3676;"PR";"PR"
"239";"239";2013;28;6732,965;5058,1371;1,3311;"SE";"SE"
"240";"240";2013;13;5375,8412;4223,7643;1,2728;"AM";"AM"
"241";"241";2013;53;10870,5003;10241,5636;1,0614;"DF";"DF"
"242";"242";2013;42;6398,8234;5233,4265;1,2227;"SC";"SC"
"243";"243";2013;50;7240,2954;5392,3927;1,3427;"MS";"MS"
"244";"244";2012;50;6977,3391;5259,6379;1,3266;"MS";"MS"
"245";"245";2012;27;5032,8488;3707,755;1,3574;"AL";"AL"
"246";"246";2012;33;4785,6237;4208,4102;1,1372;"RJ";"RJ"
"247";"247";2012;42;6277,4241;5061,3849;1,2403;"SC";"SC"
"248";"248";2012;21;5191,1355;4407,3003;1,1778;"MA";"MA"
"249";"249";2012;43;5984,0198;3668,7605;1,6311;"RS";"RS"
"250";"250";2012;22;4223,4043;3185,9413;1,3256;"PI";"PI"
"251";"251";2012;13;5292,1025;4249,3561;1,2454;"AM";"AM"
"252";"252";2012;35;6055,2155;4544,3487;1,3325;"SP";"SP"
"253";"253";2012;12;5168,7612;4669,5441;1,1069;"AC";"AC"
"254";"254";2012;32;5994,9017;4136,3516;1,4493;"ES";"ES"
"255";"255";2012;15;5458,5616;5384,8732;1,0137;"PA";"PA"
"256";"256";2012;28;6833,761;5221,8344;1,3087;"SE";"SE"
"257";"257";2012;26;5293,6381;3964,8011;1,3352;"PE";"PE"
"258";"258";2012;31;5792,7819;3457,2953;1,6755;"MG";"MG"
"259";"259";2012;23;5695,5651;3991,5836;1,4269;"CE";"CE"
"260";"260";2012;17;6267,9223;4911,9286;1,2761;"TO";"TO"
"261";"261";2012;24;5016,2819;4164,5971;1,2045;"RN";"RN"
"262";"262";2012;14;5170,8665;4681,3336;1,1046;"RR";"RR"
"263";"263";2012;29;5949,9115;5347,1797;1,1127;"BA";"BA"
"264";"264";2012;41;6827,1446;4911,3625;1,3901;"PR";"PR"
"265";"265";2012;51;5527,493;3652,8717;1,5132;"MT";"MT"
"266";"266";2012;11;4770,9635;3433,9806;1,3893;"RO";"RO"
"267";"267";2012;25;4091,7606;3004,1391;1,362;"PB";"PB"
"268";"268";2012;16;7928,8468;7324,7255;1,0825;"AP";"AP"
"269";"269";2012;52;6402,8173;4676,8337;1,369;"GO";"GO"
"270";"270";2012;53;10880,8685;10397,2716;1,0465;"DF";"DF"
"271";"271";2011;52;5746,6911;4213,1252;1,364;"GO";"GO"
"272";"272";2011;14;5146,425;4570,4116;1,126;"RR";"RR"
"273";"273";2011;43;5629,8817;3483,6193;1,6161;"RS";"RS"
"274";"274";2011;15;4185,4298;4145,5793;1,0096;"PA";"PA"
"275";"275";2011;11;4439,4814;3315,8319;1,3389;"RO";"RO"
"276";"276";2011;16;7438,0057;6821,0115;1,0905;"AP";"AP"
"277";"277";2011;27;4648,9571;3431,8906;1,3546;"AL";"AL"
"278";"278";2011;31;5463,5667;3289,6432;1,6608;"MG";"MG"
"279";"279";2011;13;4915,5088;4128,3686;1,1907;"AM";"AM"
"280";"280";2011;26;4835,1369;3494,3631;1,3837;"PE";"PE"
"281";"281";2011;12;4851,1504;4403,3823;1,1017;"AC";"AC"
"282";"282";2011;17;6099,9892;5187,9691;1,1758;"TO";"TO"
"283";"283";2011;29;5542,3866;5039,1391;1,0999;"BA";"BA"
"284";"284";2011;21;4604,5435;3684,6955;1,2496;"MA";"MA"
"285";"285";2011;24;4390,2228;3641,3329;1,2057;"RN";"RN"
"286";"286";2011;23;5028,9671;3667,9526;1,3711;"CE";"CE"
"287";"287";2011;42;5509,3455;4253,227;1,2953;"SC";"SC"
"288";"288";2011;32;5808,1468;4096,3154;1,4179;"ES";"ES"
"289";"289";2011;25;3768,4398;2776,1235;1,3574;"PB";"PB"
"290";"290";2011;33;4800,2166;3767,7417;1,274;"RJ";"RJ"
"291";"291";2011;50;6104,0553;4601,5558;1,3265;"MS";"MS"
"292";"292";2011;41;6231,6724;4596,6795;1,3557;"PR";"PR"
"293";"293";2011;53;10236,1302;10017,4792;1,0218;"DF";"DF"
"294";"294";2011;28;6517,4168;4966,904;1,3122;"SE";"SE"
"295";"295";2011;22;3972,4865;2992,1172;1,3277;"PI";"PI"
"296";"296";2011;35;5637,964;4199,1169;1,3427;"SP";"SP"
"297";"297";2011;51;4961,0022;3460,5781;1,4336;"MT";"MT"
"298";"298";2010;27;4969,1795;3730,927;1,3319;"AL";"AL"
"299";"299";2010;51;5858,0332;4319,9761;1,356;"MT";"MT"
"300";"300";2010;15;4060,0316;3952,6845;1,0272;"PA";"PA"
"301";"301";2010;32;5813,7704;4013,8805;1,4484;"ES";"ES"
"302";"302";2010;43;5308,2854;3301,4146;1,6079;"RS";"RS"
"303";"303";2010;41;5880,5638;4365,5567;1,347;"PR";"PR"
"304";"304";2010;33;4665,2731;3725,9409;1,2521;"RJ";"RJ"
"305";"305";2010;42;5506,5804;4487,0085;1,2272;"SC";"SC"
"306";"306";2010;53;10180,95;9864,5495;1,0321;"DF";"DF"
"307";"307";2010;31;5218,5521;2969,5741;1,7573;"MG";"MG"
"308";"308";2010;50;5976,295;4573,3185;1,3068;"MS";"MS"
"309";"309";2010;11;4169,6029;3188,0252;1,3079;"RO";"RO"
"310";"310";2010;29;5283,3313;4809,2847;1,0986;"BA";"BA"
"311";"311";2010;14;5140,5582;4482,1355;1,1469;"RR";"RR"
"312";"312";2010;28;5858,8437;4857,5365;1,2061;"SE";"SE"
"313";"313";2010;23;4655,6217;3484,5592;1,3361;"CE";"CE"
"314";"314";2010;52;5464,3128;4038,6729;1,353;"GO";"GO"
"315";"315";2010;24;4258,7942;3474,2842;1,2258;"RN";"RN"
"316";"316";2010;21;4973,9201;4236,0933;1,1742;"MA";"MA"
"317";"317";2010;26;4409,2367;3243,0464;1,3596;"PE";"PE"
"318";"318";2010;35;5563,6352;4058,4717;1,3709;"SP";"SP"
"319";"319";2010;25;3938,9102;2875,8458;1,3697;"PB";"PB"
"320";"320";2010;22;3880,5284;2961,9839;1,3101;"PI";"PI"
"321";"321";2010;16;7545,1701;7084,5174;1,065;"AP";"AP"
"322";"322";2010;17;5296,7114;4115,5313;1,287;"TO";"TO"
"323";"323";2010;13;4550,0869;3657,8516;1,2439;"AM";"AM"
"324";"324";2010;12;4505,5593;4096,005;1,1;"AC";"AC"
"325";"325";2009;17;4536,5235;3628,2565;1,2503;"TO";"TO"
"326";"326";2009;42;5182,0247;3911,7885;1,3247;"SC";"SC"
"327";"327";2009;33;4392,6225;3531,8878;1,2437;"RJ";"RJ"
"328";"328";2009;13;4930,1982;4143,9712;1,1897;"AM";"AM"
"329";"329";2009;29;5105,4113;4540,595;1,1244;"BA";"BA"
"330";"330";2009;15;3832,9464;3547,9694;1,0803;"PA";"PA"
"331";"331";2009;35;5483,505;4099,3095;1,3377;"SP";"SP"
"332";"332";2009;22;3701,41;2834,1524;1,306;"PI";"PI"
"333";"333";2009;21;4652,1508;3670,22;1,2675;"MA";"MA"
"334";"334";2009;12;4474,5477;4040,159;1,1075;"AC";"AC"
"335";"335";2009;25;3527,1167;2856,0826;1,2349;"PB";"PB"
"336";"336";2009;14;5068,0703;4434,4019;1,1429;"RR";"RR"
"337";"337";2009;53;9365,7534;9280,6554;1,0092;"DF";"DF"
"338";"338";2009;50;5619,5532;4261,1486;1,3188;"MS";"MS"
"339";"339";2009;27;4910,081;3610,3364;1,36;"AL";"AL"
"340";"340";2009;52;5149,046;3664,5927;1,4051;"GO";"GO"
"341";"341";2009;32;5631,8571;3743,3323;1,5045;"ES";"ES"
"342";"342";2009;16;7066,8465;6473,2982;1,0917;"AP";"AP"
"343";"343";2009;28;4787,2508;4231,6327;1,1313;"SE";"SE"
"344";"344";2009;43;4864,9329;3216,0732;1,5127;"RS";"RS"
"345";"345";2009;11;3953,6269;2875,7461;1,3748;"RO";"RO"
"346";"346";2009;51;4590,6894;3222,0395;1,4248;"MT";"MT"
"347";"347";2009;26;3980,8895;3069,9403;1,2967;"PE";"PE"
"348";"348";2009;41;5601,8592;4155,3846;1,3481;"PR";"PR"
"349";"349";2009;31;4807,3372;2907,6793;1,6533;"MG";"MG"
"350";"350";2009;23;4802,3415;3519,3748;1,3645;"CE";"CE"
"351";"351";2009;24;3995,6814;3265,7121;1,2235;"RN";"RN"
"352";"352";2008;29;4771,7245;4103,0216;1,163;"BA";"BA"
"353";"353";2008;23;4118,5831;3076,6797;1,3386;"CE";"CE"
"354";"354";2008;52;5379,4415;3674,1313;1,4641;"GO";"GO"
"355";"355";2008;33;4363,0773;3524,8935;1,2378;"RJ";"RJ"
"356";"356";2008;41;5524,9518;4107,1458;1,3452;"PR";"PR"
"357";"357";2008;35;5196,586;3822,033;1,3596;"SP";"SP"
"358";"358";2008;16;6911,6355;6280,385;1,1005;"AP";"AP"
"359";"359";2008;13;4657,8645;3892,0658;1,1968;"AM";"AM"
"360";"360";2008;28;4006,7853;3678,3013;1,0893;"SE";"SE"
"361";"361";2008;42;5463,3687;4222,774;1,2938;"SC";"SC"
"362";"362";2008;17;4182,6412;3389,7471;1,2339;"TO";"TO"
"363";"363";2008;12;4286,2399;4018,2378;1,0667;"AC";"AC"
"364";"364";2008;11;3684,4162;2508,8545;1,4686;"RO";"RO"
"365";"365";2008;26;3843,5383;2947,0868;1,3042;"PE";"PE"
"366";"366";2008;50;5156,1197;3747,5573;1,3759;"MS";"MS"
"367";"367";2008;21;4198,4149;3177,2187;1,3214;"MA";"MA"
"368";"368";2008;22;3217,0261;2653,0082;1,2126;"PI";"PI"
"369";"369";2008;43;4903,4108;3202,8432;1,531;"RS";"RS"
"370";"370";2008;25;3106,4672;2485,9194;1,2496;"PB";"PB"
"371";"371";2008;27;4669,2519;3644,8812;1,281;"AL";"AL"
"372";"372";2008;51;4694,0796;3338,409;1,4061;"MT";"MT"
"373";"373";2008;14;8627,8836;3794,4853;2,2738;"RR";"RR"
"374";"374";2008;15;3798,2498;3494,1861;1,087;"PA";"PA"
"375";"375";2008;53;9127,6414;9138,4427;0,9988;"DF";"DF"
"376";"376";2008;32;4883,4509;3063,2783;1,5942;"ES";"ES"
"377";"377";2008;24;3971,6216;3140,5502;1,2646;"RN";"RN"
"378";"378";2008;31;4720,2932;2960,9179;1,5942;"MG";"MG"
"379";"379";2007;12;4319,5522;3947,2156;1,0943;"AC";"AC"
